title,indegree,betweenness,hits,burst_weight,progeny_size
Learning Noun Phrase Anaphoricity To Improve Conference Resolution: Issues In Representation And Optimization,0.0150862068966,0.000509890842694,0.000495490466699,0,0.00127551020408
Maximum Entropy Models For Word Sense Disambiguation,0.0010775862069,0.0,2.53030551598e-08,0,0.000255102040816
A Two-step Approach to Sentence Compression of Spoken Utterances,0.0,0.0,0.0,0,0.0
Improving Semantic Role Classification with Selectional Preferences,0.00215517241379,4.26979719443e-05,0.000144947149518,0,0.0
Incrementality In Deterministic Dependency Parsing,0.0301724137931,0.00642763724925,0.00545431670277,0,0.000765306122449
Automatic Acquisition Of English Topic Signatures Based On A Second Language,0.0010775862069,0.0,2.21976596888e-05,0,0.000765306122449
Treating 'Free Word Order' In Machine Translation,0.00323275862069,3.9441457087e-05,1.61870661871e-07,0,0.000765306122449
A Finite-State Approach To Machine Translation,0.00969827586207,2.78991079626e-05,0.0040867898192,0,0.000765306122449
Lexicalisation Strategies In Cooperative Question-Answering Systems,0.0010775862069,0.0,4.05114297367e-06,0,0
Topic Identification In Chinese Based On Centering Model,0.0,0.0,0.0,0,0.0
Categorization And Standardizing Proper Nouns For Efficient Information Retrieval,0.00323275862069,1.28706278942e-05,3.86725873886e-06,0,0.00561224489796
Catching The Drift: Probabilistic Content Models With Applications To Generation And Summarization,0.0625,0.0233084060147,0.00549174580171,0,0.0142857142857
Noun Phrase Generation For Situated Dialogs,0.00646551724138,0.00110793594746,0.000883752350093,0,0.0
Joint Coreference Resolution and Named-Entity Linking with Multi-Pass Sieves,0.0,0.0,0.0,0,0.0
BLEU in Characters: Towards Automatic MT Evaluation in Languages without Word Delimiters,0.00215517241379,0.0,0.000966244872805,0,0.0
Building the Syntactic Reference Corpus of Medieval French Using NotaBene RDF Annotation Tool,0.0,0.0,0.0,0,0.0
Global Learning of Typed Entailment Rules,0.020474137931,0.00584897811894,0.00163476493309,0.0647078139473,0.000255102040816
Simplified Feature Set for Arabic Named Entity Recognition,0.00215517241379,4.38874594515e-05,0.000481191262599,0,0.0
Coping With Dynamic Syntactic Strategies: An Experimental Environment For An Experimental Parser,0.0010775862069,0.0,2.04442506273e-08,0,0.000765306122449
Noun Phrase Analysis In Large Unrestricted Text For Information Retrieval,0.00969827586207,0.000230177766914,0.000723289976725,0.0324673501239,0.00178571428571
Candide: A Statistical Machine Translation System,0.00431034482759,2.01954755282e-05,0.00290534119943,0,0.00102040816327
Learning for Microblogs with Distant Supervision: Political Forecasting with Twitter,0.00215517241379,9.11238759452e-07,4.04001569175e-07,0,0.0
Beyond The Pipeline: Discrete Optimization In NLP,0.0129310344828,0.00212594802098,0.000479527876503,0,0.0
(Meta-) Evaluation of Machine Translation,0.0495689655172,0.0061239027276,0.0332373794851,0.0573976245437,0.000510204081633
Entity Extraction Without Language-Specific Resources,0.00538793103448,0.000105857632015,0.000349965925,0,0.000765306122449
Learning Probabilistic Subcategorization Preference By Identifying Case Dependencies And Optimal Noun Class Generalization Level,0.00431034482759,1.82461696699e-05,0.000322163551197,0,0.0
Semi-Supervised Training Of A Kernel PCA-Based Model For Word Sense Disambiguation,0.0,0.0,0.0,0,0.0
Content Planning As The Basis For An Intelligent Tutoring System,0.0,0.0,0.0,0,0.0
Robust VPE Detection Using Automatically Parsed Text,0.0,0.0,0.0,0,0.0
Hybrid Text Mining For Finding Abbreviations And Their Definitions,0.0129310344828,0.00204350167705,0.000786861462491,0,0.00408163265306
Term Weighting Schemes for Latent Dirichlet Allocation,0.0010775862069,0.0,2.30740459621e-05,0,0.000510204081633
On Reasoning By Default,0.00215517241379,0.0019921353411,1.96682669806e-08,0,0
Prediction Of Lexicalized Tree Fragments In Text,0.0010775862069,0.0,5.55066345121e-06,0,0.00204081632653
Finding Translation Equivalents: An Application Of Grammatical Metaphor,0.0,0.0,0.0,0,0.0
Combining Orthogonal Monolingual and Multilingual Sources of Evidence for All Words WSD,0.00431034482759,0.000118845769148,9.52289706676e-05,0,0.0
Extending Corpus-Based Identification Of Light Verb Constructions Using A Supervised Learning Framework,0.00538793103448,0.000737333146853,0.000103366613166,0,0.0
Machine Translation by Triangulation: Making Effective Use of Multi-Parallel Corpora,0.0226293103448,0.00179014870864,0.0143152216272,0.0339103401525,0.000255102040816
A Corpus-Based Analysis For The Ordering Of Clause Aggregation Operators,0.0010775862069,0.0,1.64512552101e-06,0,0.000765306122449
Humor-Based Applications,0.0010775862069,0.0,1.03629375547e-09,0,0.000255102040816
Formalism-Independent Parser Evaluation with CCG and DepBank,0.0226293103448,0.00136322041847,0.00292604071881,0.0546194894189,0.0
Machine Translation Detection from Monolingual Web-Text,0.0,0.0,0.0,0,0.0
Cross-Document Coreference On A Large Scale Corpus,0.0172413793103,0.000793285389367,0.000185518343367,0,0.015306122449
Generalizing Sub-sentential Paraphrase Acquisition across Original Signal Type of Text Pairs,0.0010775862069,0.0,0.000455128318156,0,0.000255102040816
Rank Distance as a Stylistic Similarity,0.0010775862069,0.0,1.56336789017e-106,0,0.000255102040816
Modeling Child Divergences from Adult Grammar,0.0,0.0,0.0,0,0.0
On the Role of NLP in Linguistics,0.0,0.0,0.0,0,0.0
XRCE-M: A Hybrid System for Named Entity Metonymy Resolution,0.00215517241379,3.70397460341e-05,1.33007212179e-05,0,0.0
Practical Issues In Compiling Typed Unification Grammars For Speech Recognition,0.00323275862069,0.00168238269614,7.63646395838e-06,0,0.0
Generation Of Paraphrases From Ambiguous Logical Forms,0.00538793103448,0.00147615889416,0.004626172952,0,0.0
Interpreting Pointing Gestures and Spoken Requests – A Probabilistic Salience-based Approach,0.0,0.0,0.0,0,0
The QuALiM Question Answering Demo: Supplementing Answers with Paragraphs drawn from Wikipedia,0.0010775862069,0.0,4.67263973456e-06,0,0.000255102040816
Strategies For Advanced Question Answering,0.00431034482759,0.000322214147952,0.00106113490256,0,0.0
A New Objective Function for Word Alignment,0.00754310344828,0.000274742737825,0.00488028996516,0,0.0
Theoretical/Technical Issues In Natural Language Access To Databases,0.0010775862069,0.0,1.56336789017e-106,0,0.00127551020408
Crosslingual Induction of Semantic Roles,0.0010775862069,0.0,0.000353191225982,0,0.000255102040816
How To Encode Semantic Knowledge: A Method For Meaning Representation And Computer-Aided Acquisition,0.00969827586207,0.00061238541021,0.000148598319382,0.0454555146713,0.00688775510204
Quasi-Destructive Graph Unification With Structure-Sharing,0.00323275862069,2.98890814803e-06,7.57740086827e-07,0,0.0
Statistical Phrase-Based Models For Interactive Computer-Assisted Translation,0.0010775862069,0.0,0.00119279067602,0,0.00102040816327
Automatic Slide Generation Based on Discourse Structure Analysis,0.0010775862069,0.0,5.40011395917e-06,0,0.000255102040816
Two Statistical Parsing Models Applied To The Chinese Treebank,0.0334051724138,0.00212021858638,0.00680931581512,0.055785262881,0.00127551020408
Measuring the Use of Factual Information in Test-Taker Essays,0.0,0.0,0.0,0,0.0
A Fast Finite-State Relaxation Method For Enforcing Global Constraints On Sequence Decoding,0.00646551724138,5.02245401986e-05,0.00256744537039,0,0.000510204081633
An opinion about opinions about opinions: subjectivity and the aggregate reader,0.0,0.0,0.0,0,0.0
Parsing With Polymorphism,0.00323275862069,5.37108898298e-05,0.00100298230024,0,0
Recycling Terms Into A Partial Parser,0.0010775862069,0.0,1.53158697637e-07,0,0.00204081632653
Anaphora Resolution In Multi-Person Dialogues,0.0010775862069,0.0,1.0478573745e-07,0,0.000255102040816
A Computational View Of The Cognitive Semantics Of Spatial Prepositions,0.0,0.0,0.0,0,0.0
Enhancement Of A Chinese Discourse Marker Tagger With C4.5,0.0010775862069,0.0,7.10271830665e-05,0,0.00280612244898
The ModelExplainer,0.0010775862069,0.0,2.45760452034e-07,0,0.0015306122449
Verb Semantics And Lexical Selection,0.0851293103448,0.0258950729754,0.00632734460414,0.0430756272269,0.000765306122449
A Regression-based Approach to Modeling Addressee Backchannels,0.0,0.0,0.0,0,0.0
Algorithms That Learn To Extract Information - BBN: Description Of The SIFT System As Used For MUC-7,0.0161637931034,0.00156572590333,0.000828916543503,0.0565332878726,0.000765306122449
Semantic Tagging of Web Search Queries,0.00323275862069,0.00011292535048,0.000118596460725,0,0.0
Multi-Level Similar Segment Matching Algorithm For Translation Memories And Example-Based Machine Translation,0.00215517241379,4.55573139056e-07,0.00030943517693,0,0.00102040816327
The QALL-ME Benchmark: a Multilingual Resource of Annotated Spoken Requests for Question Answering,0.0,0.0,0.0,0,0.0
Design And Implementation Of A Terminology-Based Literature Mining And Knowledge Structuring System,0.0,0.0,0.0,0,0.0
TimeML Events Recognition and Classification: Learning CRF Models with Semantic Roles,0.0,0.0,0.0,0,0.0
Minimum Bayes-Risk Decoding For Statistical Machine Translation,0.0851293103448,0.00912702367843,0.078390953441,0.0774828686361,0.0
MTurk Crowdsourcing: A Viable Method for Rapid Discovery of Arabic Nicknames?,0.0,0.0,0.0,0,0.0
Defaults In Unification Grammar,0.0118534482759,0.00458404201259,7.16451181865e-05,0.0481379846743,0.000765306122449
Sub-Sentence Division for Tree-Based Machine Translation,0.0010775862069,0.0,0.000303480016004,0,0.000255102040816
Acquiring Sense Tagged Examples using Relevance Feedback,0.0010775862069,0.0,1.456022793e-05,0,0.000255102040816
Stock Of Shared Knowledge - A Tool For Solving Pronominal Anaphora,0.00646551724138,4.35232001965e-05,3.55468890111e-05,0,0.0
Distinguishing Historical from Current Problems in Clinical Reports – Which Textual Features Help?,0.00215517241379,5.05874294817e-07,6.44614430316e-06,0,0
Why Generative Phrase Models Underperform Surface Heuristics,0.03125,0.000525470434436,0.0384387936235,0.0344618747279,0.00637755102041
Compiling HPSG Type Constraints Into Definite Clause Programs,0.00323275862069,5.26334878647e-07,2.27381736158e-07,0,0.0
Extracting Low-Frequency Translation Pairs From Japanese-English Bilingual Corpora,0.0010775862069,0.0,2.74022058588e-05,0,0.000255102040816
An Algorithmic Framework For Solving The Decoding Problem In Statistical Machine Translation,0.0010775862069,0.0,0.000352868147528,0,0.000765306122449
Another Look At Nominal Compounds,0.0150862068966,0.00247056653529,7.90211804646e-05,0.0385082226903,0
France Telecom RD Beijing Word Segmenter For Sighan Bakeoff 2006,0.0,0.0,0.0,0,0.0
A shared task involving multi-label classification of clinical free text,0.0118534482759,0.000222930426347,0.000198584685899,0,0.00280612244898
Processing Informal Romanized Pakistani Text Messages,0.0,0.0,0.0,0,0.0
Yawat: Yet Another Word Alignment Tool,0.00431034482759,5.83717994626e-05,0.0021353141632,0,0.0
Re-structuring Re-labeling and Re-aligning for Syntax-Based Machine Translation,0.010775862069,0.000339650803192,0.0138418951833,0,0.0
Generalized Expectation Criteria for Semi-Supervised Learning of Conditional Random Fields,0.0183189655172,0.001537694205,0.00314170808039,0,0.000255102040816
Content Characterization Using Word Shape Tokens,0.00323275862069,6.52558226217e-05,2.07585798803e-08,0,0.00229591836735
Parsing A Free-Word Order Language: WARLPIRI,0.00538793103448,5.2548477041e-05,1.23690130337e-07,0,0.0094387755102
Forward And Backward Reasoning In Automatic Abstracting,0.00215517241379,0.0,3.35730697996e-97,0,0.00102040816327
Inclusion Disjointness And Choice: The Logic Of Linguistic Classification,0.00538793103448,0.000462966607394,3.61185406908e-06,0,0.000255102040816
Word Alignment And Cross-Lingual Resource Acquisition,0.0,0.0,0.0,0,0.0
Vocabulary Usage In Newswire Summaries,0.0,0.0,0.0,0,0.0
Experimenting with transitive verbs in a DisCoCat,0.00754310344828,8.65590678093e-05,0.000102712533243,0,0.0
Umelb: Cross-lingual Textual Entailment with Word Alignment and String Similarity Features,0.0010775862069,0.0,0.000309864737109,0,0.0
Cross-Lingual Comparison between Distributionally Determined Word Similarity Networks,0.0010775862069,0.0,3.2195543352e-06,0,0.000255102040816
Self-Training PCFG Grammars with Latent Annotations Across Languages,0.0193965517241,0.00105034332083,0.00534506676167,0.0339686037873,0.0
Macroplanning With A Cognitive Architecture For The Adaptive Explanation Of Proofs,0.0010775862069,0.0,2.64869179272e-07,0,0.0
What causes a causal relation? Detecting Causal Triggers in Biomedical Scientific Discourse,0.0,0.0,0.0,0,0.0
Best Topic Word Selection for Topic Labelling,0.0010775862069,0.0,5.10781190963e-06,0,0.000255102040816
Computing Backchannel Distributions in Multi-Party Conversations,0.0010775862069,0.0,3.09951879866e-05,0,0
Annotating Discourse Anaphora,0.0010775862069,0.0,8.47876833242e-06,0,0.000255102040816
Dependency Of Context-Based Word Sense Disambiguation From Representation And Domain Complexity,0.0,0.0,0.0,0,0.0
Event-Centered Information Retrieval Using Kernels on Event Graphs,0.0,0.0,0.0,0,0.0
Multiword Unit Hybrid Extraction,0.00862068965517,0.000558233441421,0.000271395568,0,0.000255102040816
Switching to Real-Time Tasks in Multi-Tasking Dialogue,0.0010775862069,0.0,1.69992632332e-06,0,0.0
Donnellan's Distinction And A Computational Model Of Reference,0.0140086206897,0.000811758942542,2.77990769898e-05,0.0473137650786,0.0211734693878
Expanding The Recall Of Relation Extraction By Bootstrapping,0.0,0.0,0.0,0,0.0
On Interpreting F-Structures As UDRSs,0.00215517241379,3.79793203238e-05,1.99433551799e-06,0,0.0
Flexible Corpus-Based Modelling of Human Plausibility Judgements,0.010775862069,0.000135860169976,0.000365185653466,0,0.0
Learning Efficient Parsing,0.00323275862069,0.000156307525271,0.00025105200873,0,0.0
Cross-Entropy And Linguistic Typology,0.0,0.0,0.0,0,0.0
Generating Semantic Structures In EUROTRA-D,0.00215517241379,8.9221404607e-05,2.80572924182e-08,0,0
Learning Semantic Constraints For The Automatic Discovery Of Part-Whole Relations,0.03125,0.00217081187031,0.000766660603227,0.0429548680874,0.00331632653061
Disambiguating Verbs With The WordNet Category Of The Direct Object,0.00323275862069,0.000140232115094,5.97024198483e-05,0,0.0
Improving A Simple Bigram HMM Part-of-Speech Tagger by Latent Annotation and Self-Training,0.00646551724138,0.000153583446981,0.00197704293925,0,0.0
Computer Understanding Of Physics Problems Stated In Natural Language,0.00323275862069,0.0020760694497,1.87869159446e-11,0,0.0
Word Sense Disambiguation By Human Subjects: Computational And Psycholinguistic Applications,0.0,0.0,0.0,0,0.0
Exploiting Salient Patterns for Question Detection and Question Retrieval in Community-based Question Answering,0.0,0.0,0.0,0,0.0
Review Sentiment Scoring via a Parse-and-Paraphrase Paradigm,0.00969827586207,0.000230605657734,0.000133814345852,0,0.0
GraSp: Grammar Learning From Unlabelled Speech Corpora,0.00215517241379,1.4125597621e-07,8.78918494292e-06,0,0
Overview of the Epigenetics and Post-translational Modifications (EPI) task of BioNLP Shared Task 2011,0.0172413793103,0.000663794299426,0.000443596895055,0,0.0
New Results With The Lincoln Tied-Mixture HMM CSR System,0.00969827586207,0.00228034188084,2.99105992166e-06,0.0339549990663,0.00255102040816
The GREC Challenges 2010: Overview and Evaluation Results,0.0010775862069,0.0,1.34203101364e-05,0,0.0
Automatic Question Answering: Beyond The Factoid,0.0129310344828,0.00484976563451,0.00307739725188,0,0.000510204081633
Segmentation Standard For Chinese Natural Language Processing,0.0010775862069,0.0,1.56336789017e-106,0,0.00663265306122
Jointly Optimizing a Two-Step Conditional Random Field Model for Machine Transliteration and Its Fast Decoding Algorithm,0.0010775862069,0.0,0.000583298752687,0,0.000255102040816
User Models And Discourse Models,0.0,0.0,0.0,0,0.0
A Fast Decoder for Joint Word Segmentation and POS-Tagging Using a Single Discriminative Model,0.0150862068966,0.00115732492966,0.00116755661055,0.0461450357234,0.0
Disambiguation Of Morphological Analysis In Bantu Languages,0.00215517241379,2.60249524136e-06,1.23533725925e-05,0,0.0
Annotation of Chemical Named Entities,0.00646551724138,5.09338555568e-05,1.19831654512e-05,0,0.0015306122449
A Finite State Approach To German Verb Morphology,0.00431034482759,0.000119734556307,6.65651395241e-08,0,0.0
Flexible Semantic Composition with DUDES (short paper),0.00215517241379,0.0,3.35730697996e-97,0,0.00102040816327
Class Model Adaptation For Speech Summarisation,0.0,0.0,0.0,0,0.0
A Study on Similarity and Relatedness Using Distributional and WordNet-based Approaches,0.042025862069,0.00882060464736,0.00217388880774,0.0797104266185,0.000510204081633
Unsupervised Learning Of Generalized Names,0.0140086206897,0.00026108103617,0.000104279686911,0,0.00331632653061
Disambiguation By Prioritized Circumscription,0.0,0.0,0.0,0,0.0
NaCTeM EventMine for BioNLP 2013 CG and PC tasks,0.00215517241379,0.000107438055593,4.02072329259e-05,0,0.000510204081633
Generalizing Automatically Generated Selectional Patterns,0.0183189655172,0.00155799469077,0.000520313463139,0,0.0
Unsupervised Resource Creation for Textual Inference Applications,0.00215517241379,3.03775944921e-05,0.000756225962452,0,0.0
Rapid Match Training For Large Vocabularies,0.0010775862069,0.0,2.54727576342e-09,0,0.0
CU-TMP: Temporal Relation Classification Using Syntactic and Semantic Features,0.00969827586207,0.000760085579582,0.000150700527166,0,0.0
A Utility-Driven Approach to Question Ranking in Social QA,0.0,0.0,0.0,0,0.0
Towards Accurate Distant Supervision for Relational Facts Extraction,0.0,0.0,0.0,0,0.0
Augmenting WordNet-Like Lexical Resources With Distributional Evidence: An Application-Oriented Perspective,0.0010775862069,0.0,3.718824091e-05,0,0.000255102040816
A Web-Enabled and Speech-Enhanced Parallel Corpus of Greek-Bulgarian Cultural Texts,0.0,0.0,0.0,0,0.0
Towards Automatic Error Analysis of Machine Translation Output,0.00754310344828,0.000218895043083,0.00205389365038,0,0.0
Learning Word Clusters From Data Types,0.0010775862069,0.0,3.08076077024e-05,0,0.000510204081633
DTD-Driven Bilingual Document Generation,0.0,0.0,0.0,0,0.0
Unsupervised Learning of Morphology,0.00646551724138,0.00136763770305,0.000123541416358,0,0.0
Using Cross-Entity Inference to Improve Event Extraction,0.00431034482759,0.000144142320048,0.000108778541932,0,0.0
Enhancing an English-Polish Electronic Dictionary for Multiword Expression Research,0.0,0.0,0.0,0,0.0
Extracting Terminologically Relevant Collocations in the Translation of Chinese Monograph,0.0,0.0,0.0,0,0.0
Easily Identifiable Discourse Relations,0.0118534482759,0.000456731923437,0.000631471341879,0,0.0
Planning Reference Choices For Argumentative Texts,0.00215517241379,1.85619750756e-05,7.88598768133e-06,0,0.0
Spontaneous Lexicon Change,0.0,0.0,0.0,0,0.0
Independence Assumptions Considered Harmful,0.00323275862069,0.000440514506222,0.000147323636191,0,0.0
Using Tree Adjoining Grammars Systemic Framework In The,0.0010775862069,0.0,2.29622579254e-06,0,0.000255102040816
A Framework Based on Graphical Models with Logic for Chinese Named Entity Recognition,0.0010775862069,0.0,8.70846053818e-06,0,0.000255102040816
A Computational Model of Social Perlocutions,0.0010775862069,0.0,1.29129904662e-06,0,0.000510204081633
Modeling Wisdom of Crowds Using Latent Mixture of Discriminative Experts,0.0,0.0,0.0,0,0.0
The Effect of Dialogue System Output Style Variation on Users' Evaluation Judgments and Input Style,0.0,0.0,0.0,0,0.0
The Transfer Phase Of Mu Machine Translation System,0.00969827586207,0.00127368502738,7.87398457763e-06,0.0474517474889,0.00331632653061
Experiments with DBpedia WordNet and SentiWordNet as resources for sentiment analysis in micro-blogging,0.0,0.0,0.0,0,0.0
Contrast And Variability In Gene Names,0.00323275862069,0.000569745963745,3.57798918717e-05,0,0.000765306122449
Detecting Errors Within A Corpus Using Anomaly Detection,0.00646551724138,5.09571078698e-05,0.000300144049837,0,0.00102040816327
Cluster-Specific Named Entity Transliteration,0.00538793103448,0.000107623225192,0.00225858224491,0,0.00178571428571
Identifying Non-Explicit Citing Sentences for Citation-Based Summarization.,0.010775862069,0.00386577248282,0.00181998937217,0,0.000255102040816
Dependencies Vs. Constituents For Tree-Based Alignment,0.00431034482759,7.07959111264e-05,0.0020025471611,0,0.0
Factors Affecting the Accuracy of Korean Parsing,0.00431034482759,0.000513939945963,0.000615610897799,0,0.0
On Text Coherence Parsing,0.00215517241379,7.60599856837e-05,5.27598918841e-06,0,0.0
Virtual Modality: A Framework For Testing And Building Multimodal Applications,0.0,0.0,0.0,0,0.0
Aligning Articles in TV Newscasts and Newspapers,0.0010775862069,0.0,0.000650851181246,0,0.000255102040816
A computational account of comparative implicatures for a spoken dialogue agent,0.0010775862069,0.0,4.87697727653e-08,0,0
Can I Finish? Learning When to Respond to Incremental Interpretation Results in Interactive Dialogue,0.0150862068966,0.00739645806399,4.90247584364e-05,0.0355918957769,0.00178571428571
Dramatically Reducing Training Data Size Through Vocabulary Saturation,0.0,0.0,0.0,0,0.0
Numbat: Abolishing Privileges When Licensing New Constituents In Constraint-Oriented Parsing,0.0,0.0,0.0,0,0.0
Conceptual Language Models For Dialog Systems,0.0,0.0,0.0,0,0.0
Web-Based Terminology Translation Mining,0.0,0.0,0.0,0,0.0
UMass/Hughes TIPSTER Project On Extraction From Text,0.0,0.0,0.0,0,0.0
Evaluating Task Performance For A Unidirectional Controlled Language Medical Speech Translation System,0.00646551724138,0.00316026941852,8.27286884084e-06,0,0.00102040816327
Microblog Entity Linking by Leveraging Extra Posts,0.0,0.0,0.0,0,0.0
A Generalized Alignment-Free Phrase Extraction,0.00215517241379,1.0009619474e-08,0.00232289632387,0,0.00127551020408
Long-Distance Scrambling And Tree Adjoining Grammars,0.0226293103448,0.00619740553242,0.000504791367825,0,0.00561224489796
Fast Decoding And Optimal Decoding For Machine Translation,0.0495689655172,0.00371893991391,0.0369259859657,0.113401429433,0.0094387755102
Coverage-based Evaluation of Parser Generalizability,0.0,0.0,0.0,0,0.0
